id,category,subcategory,difficulty,statement,is_correct,explanation,source_type,source_title,source_url,source_checked_on,status,duplicate_group,review_notes,app_ready
P3-026,part3,緊急時対応・事故対応,中級,送電線に接触した機体は、電力会社の指示を待つ必要がある。,true,感電や二次災害防止のためである。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_026,既存問題。,yes
P3-027,part3,緊急時対応・事故対応,中級,人身事故が発生した場合、救護を最優先し警察へ通報する。,true,国交省への報告はその後に行う。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_027,既存問題。,yes
P3-028,part3,CRM・ヒューマンファクター,初級,体調不良を感じても、飛行を続行すべきである。,false,不判断力低下は重大事故につながる。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_028,既存問題。,yes
P3-029,part3,CRM・ヒューマンファクター,初級,CRMとは、利用可能なリソースを活用して安全運航を行う考え方である。,true,航空業界で確立された安全管理概念である。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_029,既存問題。,yes
P3-030,part3,CRM・ヒューマンファクター,中級,ヒューマンエラーは完全に防ぐことができる。,false,不複数の安全対策で補う必要がある。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_030,既存問題。,yes
P3-031,part3,CRM・ヒューマンファクター,中級,スイスチーズモデルは、複数の欠陥が重なり事故が起きる考え方である。,true,単一対策では不十分であることを示す。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_031,既存問題。,yes
P3-032,part3,CRM・ヒューマンファクター,中級,ハインリッヒの法則では、1件の重大事故の背後に300件のヒヤリハットが存在する。,true,予兆管理の重要性を示している。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_032,既存問題。,yes
P3-033,part3,CRM・ヒューマンファクター,中級,正常性バイアスとは、異常を過小評価してしまう心理状態である。,true,事故要因として重要視されている。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_033,既存問題。,yes
P3-034,part3,CRM・ヒューマンファクター,初級,操縦者は飛行前に十分な休養を取る必要がある。,true,疲労は判断力低下につながる。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_034,既存問題。,yes
P3-035,part3,CRM・ヒューマンファクター,初級,飲酒後であっても、酔いが覚めた感覚があれば操縦できる。,false,不飲酒操縦は禁止されている。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_035,既存問題。,yes
P3-036,part3,補助者・教育訓練,中級,技能証明があれば、慣れていない機体でも練習なしで特定飛行できる。,false,不機種・環境ごとの慣熟が必要である。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_036,既存問題。,yes
P3-037,part3,補助者・教育訓練,初級,補助者は周囲の安全確認や第三者対応を行う。,true,操縦者を支える重要な役割である。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_037,既存問題。,yes
P3-038,part3,CRM・ヒューマンファクター,中級,安全とは、危険が完全に存在しない状態を指す。,false,不管理可能なリスク状態を指す。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_038,既存問題。,yes
P3-039,part3,周辺法令・施設調整,中級,DID地区外で昼間・目視内であれば、原則として航空法の許可なく飛行できる。,true,カテゴリーI飛行に該当する。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_039,既存問題。,yes
P3-040,part3,周辺法令・施設調整,中級,河川敷や公園では、航空法の許可があっても管理者の許可が必要な場合がある。,true,管理権・条例の遵守が必要である。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_040,既存問題。,yes
P3-041,part3,周辺法令・施設調整,中級,空撮映像に他人の顔が映る場合、プライバシーに配慮する必要がある。,true,公開時は特に注意が必要である。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_041,既存問題。,yes
P3-042,part3,周辺法令・施設調整,中級,道路上空の飛行では、状況により道路使用許可が必要となる。,true,交通妨害の恐れがある場合に該当する。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_042,既存問題。,yes
P3-043,part3,周辺法令・施設調整,中級,小型無人機等飛行禁止法により、重要施設周辺は飛行禁止である。,true,航空法とは別法で規制されている。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_043,既存問題。,yes
P3-044,part3,周辺法令・施設調整,中級,アマチュア無線を使用したFPV飛行は、業務目的では使用できない。,true,電波法により業務利用は禁止されている。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_044,既存問題。,yes
P3-045,part3,周辺法令・施設調整,中級,第二種機体認証は、カテゴリーIII飛行に必要である。,false,不カテゴリーIII飛行には第一種機体認証が必要である。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_045,既存問題。,yes
P3-046,part3,緊急時対応・事故対応,中級,インシデント発生時は、原因分析と再発防止策が重要である。,true,安全性向上の基本である。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_046,既存問題。,yes
P3-047,part3,補助者・教育訓練,中級,夜間飛行訓練として、NDフィルターで視界を暗くするのは有効である。,false,不灯火確認を含めた適切な訓練が必要である。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_047,既存問題。,yes
P3-048,part3,補助者・教育訓練,中級,目視外飛行訓練は、目視内・補助者付きから始めるのが望ましい。,true,段階的な訓練が安全につながる。,authoring_seed,既存問題移管,,2026-05-19,approved,part3_seed_048,既存問題。,yes
P3-049,part3,飛行計画・地理確認,中級,飛行計画はバッテリー残量だけ確認すれば十分で、離陸後の退避経路まで考える必要はない。,false,飛行計画では経路、周辺障害物、緊急時の退避方針まで含めて検討する必要がある。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_049,新規作問。既存公開問題は不変更。,yes
P3-050,part3,リスクアセスメント・立入管理,中級,飛行経路の下に第三者が集まる可能性がある場合は、時間帯変更や経路見直しも安全確保措置となる。,true,第三者との交差リスクを下げるため、時間帯や経路の見直しは有効な措置である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_050,新規作問。既存公開問題は不変更。,yes
P3-051,part3,補助者・教育訓練,中級,補助者は操縦者の指示がなくても、独断で第三者を飛行経路下へ誘導してよい。,false,補助者は安全確保のために行動するが、第三者を危険側へ誘導してはならず、操縦者と連携して対応する。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_051,新規作問。既存公開問題は不変更。,yes
P3-052,part3,補助者・教育訓練,中級,目視外飛行では、補助者との連絡手段が一時的に途絶えても、そのまま飛行を継続してよい。,false,連絡体制が崩れた場合は安全余裕が下がるため、継続ではなく中止や復帰判断が必要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_052,新規作問。既存公開問題は不変更。,yes
P3-053,part3,補助者・教育訓練,初級,飛行前ブリーフィングでは、役割分担、緊急時手順、中止基準を共有することが重要である。,true,チーム運用では事前共有が連携ミスの防止につながる。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_053,新規作問。既存公開問題は不変更。,yes
P3-054,part3,飛行計画・地理確認,初級,同じ場所で何度も飛行している場合、周辺環境の再確認は不要である。,false,工事車両、歩行者導線、仮設物など現場条件は変化するため、毎回確認が必要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_054,新規作問。既存公開問題は不変更。,yes
P3-055,part3,リスクアセスメント・立入管理,中級,立入管理区画は、離着陸地点だけを囲えば十分であり、飛行経路下まで考慮する必要はない。,false,カテゴリーII運用では飛行経路下の第三者管理も重要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_055,新規作問。既存公開問題は不変更。,yes
P3-056,part3,飛行計画・地理確認,中級,飛行計画には、使用する離着陸地点だけ記載すればよく、緊急時の退避先まで含める必要はない。,false,緊急時の着陸候補地点や退避方針まで決めておくと運航判断が速くなる。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_056,新規作問。既存公開問題は不変更。,yes
P3-057,part3,飛行計画・地理確認,中級,夜間飛行で灯火が見えにくくなった場合は、直ちに安全に着陸させる判断が必要となる。,true,視認性低下は位置把握や姿勢把握を困難にするため、継続より着陸を優先する。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_057,新規作問。既存公開問題は不変更。,yes
P3-058,part3,気象判断,中級,雨が降っていなくても、濃霧で視程が確保できない場合は飛行中止を検討すべきである。,true,視程不良は見失い、衝突、進路逸脱の要因となる。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_058,新規作問。既存公開問題は不変更。,yes
P3-059,part3,気象判断,中級,風速が機体仕様の上限未満なら、突風や地形の影響は考慮しなくてよい。,false,平均風速が低くても、ガストや局所乱流で安全余裕を失うことがある。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_059,新規作問。既存公開問題は不変更。,yes
P3-060,part3,気象判断,中級,ビルや樹木の風下側では乱流が生じやすく、地表風が弱くても注意が必要である。,true,障害物後流では風向風速が急変しやすい。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_060,新規作問。既存公開問題は不変更。,yes
P3-061,part3,気象判断,中級,気温が高い日はバッテリー性能が必ず向上するので、飛行時間は一律に延びる。,false,高温は内部抵抗低下の面もあるが、劣化や発熱リスクが増し、一律に飛行時間が延びるわけではない。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_061,新規作問。既存公開問題は不変更。,yes
P3-062,part3,飛行前後確認・点検,中級,離陸前にホームポイントが意図した位置で記録されているか確認することは、安全管理上重要である。,true,RTHを使う可能性がある機体では、帰還基準点の確認が重要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_062,新規作問。既存公開問題は不変更。,yes
P3-063,part3,飛行計画・地理確認,上級,自動航行ミッションでは、経路設定後に周囲障害物が変わっても再確認は不要である。,false,現場は変化するため、最新の障害物状況で再確認すべきである。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_063,新規作問。既存公開問題は不変更。,yes
P3-064,part3,飛行前後確認・点検,初級,プロペラ交換後は、増し締めや回転方向の確認を含めた再点検を行うべきである。,true,交換直後は組付けミスが起こりやすいため、再確認が必要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_064,新規作問。既存公開問題は不変更。,yes
P3-065,part3,飛行前後確認・点検,初級,飛行後点検では、機体の発熱、緩み、損傷の有無を確認し、必要に応じて記録する。,true,飛行後点検は次回運航前の不具合予防につながる。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_065,新規作問。既存公開問題は不変更。,yes
P3-066,part3,飛行前後確認・点検,初級,送信機のバッテリー残量は、機体側が十分なら確認しなくてもよい。,false,機体と送信機は別系統であり、双方の電源確認が必要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_066,新規作問。既存公開問題は不変更。,yes
P3-067,part3,緊急時対応・事故対応,上級,墜落の危険が高まり第三者被害を避けられないおそれがある場合は、被害が最小となる方向へ機体を誘導する判断があり得る。,true,完全な機体保全より第三者被害の最小化を優先する判断が必要な場面がある。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_067,新規作問。既存公開問題は不変更。,yes
P3-068,part3,緊急時対応・事故対応,中級,不時着後にバッテリーが膨張していても、まず次の離陸地点まで運ぶため通電を続けるべきである。,false,膨張は危険兆候であり、通電継続ではなく安全確保と隔離を優先する。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_068,新規作問。既存公開問題は不変更。,yes
P3-069,part3,緊急時対応・事故対応,中級,送電線や変電設備に接触した可能性がある機体は、自分で回収せず管理者へ連絡する。,true,感電や二次災害の危険があるため、独断回収は避ける。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_069,新規作問。既存公開問題は不変更。,yes
P3-070,part3,緊急時対応・事故対応,中級,人身事故がなく機体だけが損傷した場合は、原因分析や再発防止策の検討は不要である。,false,人身被害がなくても、損傷や異常の原因分析は再発防止に必要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_070,新規作問。既存公開問題は不変更。,yes
P3-071,part3,CRM・ヒューマンファクター,初級,ヒヤリハットは、実害がないためチーム内で共有する価値は低い。,false,小さな予兆の共有が重大事故防止につながる。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_071,新規作問。既存公開問題は不変更。,yes
P3-072,part3,CRM・ヒューマンファクター,初級,CRMでは、人、装備、情報、時間など利用可能な資源を安全のために活用する。,true,利用可能な資源の最適活用がCRMの中心概念である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_072,新規作問。既存公開問題は不変更。,yes
P3-073,part3,CRM・ヒューマンファクター,中級,正常性バイアスは経験豊富な操縦者には発生しない。,false,経験者でも状況に慣れすぎることで異常を過小評価することがある。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_073,新規作問。既存公開問題は不変更。,yes
P3-074,part3,CRM・ヒューマンファクター,初級,焦りや時間的プレッシャーは判断ミスの要因になり得る。,true,時間制約は無理な続行判断を招きやすい。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_074,新規作問。既存公開問題は不変更。,yes
P3-075,part3,CRM・ヒューマンファクター,初級,口頭だけでなくチェックリストを用いると、確認漏れの低減に役立つ。,true,記憶頼みを減らし、運用品質を安定させやすい。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_075,新規作問。既存公開問題は不変更。,yes
P3-076,part3,補助者・教育訓練,中級,技能証明を保有していれば、新しい現場でも下見なしで安全に飛行できる。,false,現場特有の危険要因は事前確認が必要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_076,新規作問。既存公開問題は不変更。,yes
P3-077,part3,補助者・教育訓練,初級,初めて使う機体や設定では、低リスク条件で慣熟飛行を行うのが望ましい。,true,機体特性や設定差を把握するために段階的な慣熟が必要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_077,新規作問。既存公開問題は不変更。,yes
P3-078,part3,補助者・教育訓練,初級,補助者は周囲監視に専念するため、操縦者へ異常を報告してはならない。,false,補助者は異常や第三者接近を積極的に報告する役割を担う。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_078,新規作問。既存公開問題は不変更。,yes
P3-079,part3,補助者・教育訓練,中級,目視外飛行の訓練は、いきなり長距離飛行から始める方が効率的である。,false,短距離・低リスク条件から段階的に訓練する方が安全である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_079,新規作問。既存公開問題は不変更。,yes
P3-080,part3,周辺法令・施設調整,初級,特定飛行に該当しなくても、施設管理者のルールや土地管理者の許可が必要な場合がある。,true,航空法以外に施設管理権や利用規則を確認する必要がある。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_080,新規作問。既存公開問題は不変更。,yes
P3-081,part3,周辺法令・施設調整,中級,河川、港湾、公園などでは、航空法とは別に管理者との調整は不要である。,false,公共施設では管理者ルールや占用条件の確認が必要な場合がある。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_081,新規作問。既存公開問題は不変更。,yes
P3-082,part3,周辺法令・施設調整,中級,小型無人機等飛行禁止法の対象施設周辺では、航空法の許可があっても飛行できない場合がある。,true,航空法と別建ての規制であり、追加条件や禁止があり得る。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_082,新規作問。既存公開問題は不変更。,yes
P3-083,part3,周辺法令・施設調整,中級,道路上空での飛行が直ちにすべて道路使用許可の対象になるわけではなく、交通への影響で判断される。,true,交通阻害や作業の態様により必要性が変わる。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_083,新規作問。既存公開問題は不変更。,yes
P3-084,part3,周辺法令・施設調整,初級,私有地上空で所有者の承諾を得ていれば、周辺第三者への安全配慮は不要となる。,false,土地所有者の承諾と第三者安全確保は別問題である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_084,新規作問。既存公開問題は不変更。,yes
P3-085,part3,周辺法令・施設調整,初級,空撮業務では、映像に個人が識別できる形で映る場合、公開や取り扱いに配慮が必要である。,true,プライバシー配慮は運用上の重要事項である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_085,新規作問。既存公開問題は不変更。,yes
P3-086,part3,周辺法令・施設調整,中級,アマチュア無線によるFPVは、業務利用でもアマチュア目的と説明すれば使用できる。,false,電波法上、アマチュア無線の業務利用は認められない。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_086,新規作問。既存公開問題は不変更。,yes
P3-087,part3,CRM・ヒューマンファクター,初級,飛行前に中止基準を決めておくと、現場での無理な続行判断を抑えやすい。,true,基準が明確だと感情や圧力に流されにくい。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_087,新規作問。既存公開問題は不変更。,yes
P3-088,part3,飛行前後確認・点検,初級,バッテリー交換後は、コネクタの接続状態と固定状態を再確認する必要はない。,false,交換時は差し込み不完全や固定不足が起こりやすく、再確認が必要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_088,新規作問。既存公開問題は不変更。,yes
P3-089,part3,飛行前後確認・点検,中級,機体に軽微な異常表示が出ても、離陸できるなら飛行してから原因を調べればよい。,false,警告表示は安全余裕低下の兆候であり、離陸前に原因確認すべきである。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_089,新規作問。既存公開問題は不変更。,yes
P3-090,part3,補助者・教育訓練,中級,補助者付きであっても、操縦者自身が飛行状況を把握する責任を免れるわけではない。,true,最終的な安全責任は操縦者側にある。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_090,新規作問。既存公開問題は不変更。,yes
P3-091,part3,リスクアセスメント・立入管理,中級,飛行経路下の立入管理措置は、一度開始したら飛行時間の延長に応じて見直す必要はない。,false,運航延長や人流変化に応じて管理措置の維持可否を見直す必要がある。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_091,新規作問。既存公開問題は不変更。,yes
P3-092,part3,飛行計画・地理確認,中級,離陸地点周辺だけ安全でも、進行方向の電線やクレーン等の障害物確認が不足していれば飛行計画は不十分である。,true,経路全体の障害物確認が必要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_092,新規作問。既存公開問題は不変更。,yes
P3-093,part3,気象判断,中級,風向が一定でも、地形や建物配置により局所的に風が乱れることがある。,true,現地では平均風向だけでは把握できない局所風が生じる。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_093,新規作問。既存公開問題は不変更。,yes
P3-094,part3,周辺法令・施設調整,初級,事故やインシデントの記録は、次回以降の安全対策には役立たない。,false,記録の蓄積は再発防止や教育に有用である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_094,新規作問。既存公開問題は不変更。,yes
P3-095,part3,CRM・ヒューマンファクター,中級,チーム運用では、誰が飛行中止を提案しても検討できる雰囲気づくりが重要である。,true,安全に関する発言を抑圧しないことが事故予防につながる。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_095,新規作問。既存公開問題は不変更。,yes
P3-096,part3,飛行計画・地理確認,中級,緊急着陸地点は、飛行中に必要となった時点で探せばよく、事前選定は不要である。,false,緊急時は判断時間が短いため、事前選定が重要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_096,新規作問。既存公開問題は不変更。,yes
P3-097,part3,飛行計画・地理確認,中級,夜間飛行で補助者がいる場合、灯火は不要である。,false,夜間飛行では灯火等により機体の視認性を確保する必要がある。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_097,新規作問。既存公開問題は不変更。,yes
P3-098,part3,緊急時対応・事故対応,上級,GNSSが不安定な環境での自動航行は、位置ずれを見込んだ安全余裕が必要である。,true,測位誤差を前提に経路設定や離隔を確保すべきである。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_098,新規作問。既存公開問題は不変更。,yes
P3-099,part3,飛行前後確認・点検,中級,一度設定したフェールセーフ動作は、現場条件が変わっても見直す必要はない。,false,周辺障害物や離陸地点変更に応じて設定確認が必要である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_099,新規作問。既存公開問題は不変更。,yes
P3-100,part3,CRM・ヒューマンファクター,初級,飛行の中止判断は技術不足の証拠なので、できるだけ避けるべきである。,false,中止判断は安全管理能力の一部であり、無理な続行より適切である。,authoring_seed,新規作問,,2026-05-19,approved,part3_new_100,新規作問。既存公開問題は不変更。,yes
